for_sorting,lemma_la,lemma_mkh,gender_la,gender_modified,etymologies,sharedgrammaticalinfo,partofspeech_1,morphology_la,ka,en,ru,source
a,arlitar,არლითარ,,,,,,,,,,**არლითარ** გრდმ. გალეწვინება
a,arliⁿ,არლიჼ,,,,a,,,მარცხენ,left,левый,**არლიჼ** მარცხენა
a,arlujla,არლუჲლა,,,,,,,,,,"**არლუჲლა** 1. ლეწვის ადგილი; ლეწვა 2. ლეწვის დრო, კალოობა"
a,arlujnĭ,არლუჲნი̆,,,,,,,,,,**არლუჲნი̆** მიმღ. 1 [გა]სალეწი 2. მლეწავი
a,armob,არმობ,d d,D,GE,n,,,არმობა,meanness,подлость,**არმობ** *დ დ* არმობა
a,artʼax,არტახ,d d,D,GE,n,,artʼxi,არტახი,"splint, bandage",свивальник,**არტახ** *დ დ* (არტხი) არტახი
a,arx,არხ,j j,J,GE,n,,arxi; arxeⁿ,არხი,"canal, ditch",канава,**არხ** *ჲ ჲ* (არხი; არხეჼ) არხი
a,arxlov,არხლოვ,v b; j d,,,,,arxloveⁿ,,,,**არხლოვ** *ვ ბ; ჲ დ* (არხლოვეჼ) ცაცია
a,arz,არზ,d d,D,GE,n,,arzi; arzeⁿ,არზა,written complaint,пошение,**არზ** *დ დ* (არზი; არზეჼ)არზა
a,arğa,,,,,:,,,"გაშტერება (გაშტერდება), გაოცება","to be astonished, stupified","поразиться, остолбенеть",
a,arğa ixar,არღა იხარ,,,,,,,,,,**არღა იხარ** გრდუვ. გაშტერება (შტერდება)სრ. არღადალ’არ
a,arğa: arğa-d-aɬar,არღა: არღა-დ-ალ’არ,,,,,,,,,,**არღა: არღა-დ-ალ’არ** გრდუვ. გაშტერება (გაშტერდება) გაოცება უსრ. არღაიხარ
a,aršiⁿ,არშიჼ,d d,D,GE; RU,n,,ajršneⁿ,არშინი,arshin (71 cm),аршин,**არშიჼ** *დ დ* არშინი (აჲრშნეჼ)
a,arǯkʼel,არჯკელ,,B,GE,n,,,არჯაკელი,vetchling,чина розовая,**არჯკელ** ბ არჯაკელი
a,as,ას,,,,pro pers,,,,I (erg.),,**ას** ერგატივი იხ. სო
a,asar,ასარ,,,,vt,,,"[გა]სერვა ([გა]სერავს), ცრა, ნესტარით ([გა]სერავს), ცრა, ნესტარით ჭრა","cut, incise","насекать, насечь ланцетом","**ასარ** გრდმ. [გა]სერვა ([გა]სერავს), ცრა, ნესტარით (გასერავს), ცრა, ნესტარით ჭრა"
a,asaɁŏ,ასაჸო̆,,D,,n,,asaɁuj; asaɁujⁿ,დეკეული,heifer,"телка, нетель",**ასაჸო̆** დ დ (ასაჸუჲ; ასაჸუჲჼ) დეკეული
a,asereⁿ,ასერეჼ,,,,,,,,,,**ასერეჼ** ხბოიანი
a,astʼ-d-ujnĭ,ასტ-დ-უჲნი̆,,,,,,,,,,დ-**ასტ-დ-უჲნი̆** მიმღ. მოსაშორებელი
a,astʼiⁿ,ასტიჼ,j j,J,,n,,ajstʼni; ajstʼneⁿ,ხელეჩო,small adze,вексель,**ასტიჼ** *ჲ ჲ* (აჲსტნი; აჲსტნეჼ) ხელეჩო
a,asvlepʼad-d-ar,,,,GE,vt,,,,,,
a,asŏ1,ასო̆1,j j,J,,n,,asuj; asujⁿ,თასმა,leather strap,ремень,**ასო̆1** *ჲ ჲ* (ასუჲ; ასუჲჼ) ქალამნების ამოსასხმელი თასმა
a,asŏ2,ასო̆2,j j,J,,n,,asuj; asujⁿ,ასო (სხეულის ნაწილი),body part,член (тела),**ასო̆2** *ჲ ჲ* (ასუჲ; ასუჲჼ) ასო (სხეულის ნაწილი)
a,asŏ3,ასო̆3,j j,,,,,asuj; asujⁿ,,,,"**ასო̆3** *ჲ ჲ* (ასუჲ; ასუჲჼ) ასო, გრაფემა"
a,at-d-alar,ათ-დ-ალარ,,,,,,,,,,"**ათ-დ-ალარ**  გრდუვ. დაბეჟვა ([და]იბეჟება), დაბეგვა"
a,at-pʼapʼi,ათ-პაპი,b d,,,,,at-pʼapʼeⁿ,,,,"**ათ-პაპი** *ბ დ* (ათ-პაპეჼ) მამა-პაპა[ნი], წინაპრები"
a,atar,ათარ,,,,vt,,,[და]ნაყვა ([და]ნაყავს); ბეგვა,"pound, thresh, thrash","толочь, дробить, раздробить","**ათარ** გრდმ. [და]ნაყვა ([და]ნაყავს), ბეგვა"
a,atas,ათას,,,GE,num,,,ათასი,thousand,тысяча,**ათას**  ათასი
a,atcʼiⁿ,ათწიჼ,,,,,,,,,,"**ათწიჼ** დაუნაყავი, დაუნაყავად"
a,atinŏ,ათინო̆,,,,,,,,,,**ათინო̆** მიმღ. დანაყილი
a,atkvlepad-d-ar,ათქვლეფად-დ-არ,,,GE,vt,,,ა[მო]თქვლეფა (ამოთქვლეფს),"slurp, lap up",вылакать,**ათქვლეფად-დ-არ** გრდმ. [ამო]თქვლეფა (ამოთქვლეფს)
a,atujnĭ,ათუჲნი̆,,,,,,,,,,**ათუჲნი̆** მიმღ. 1. დასანაყავი 2. მნაყველი
a,atx[ŏ],ათხ[ო̆],,,,,,,,,,**ათხ[ო̆]** ერგ. იხ. თხო
a,atxĕ,ათხე̆,j j,J,,n,,atxi; atxeⁿ,სალესავი,whetstone,"точило, брусок",**ათხე̆** *ჲ ჲ* (ათხი; ათხეჼ) სალესავი
a,atxŏ,,,,,pro pers,,,,we (excl. erg.),,
a,atʼ-d-ar,ატ-დ-არ,,,,,,,,,,**ატ-დ-არ** გრდმ. გაჩუმება ([გა]აჩუმებს)
a,atʼam,ატამ,d d,D,GE,n,,"atʼmi, atʼmeⁿ",ატამი,peach,персик (плод и дерево),"**ატამ** *დ დ* (ატმი, ატმეჼ) ატამი"
a,atʼar,ატარ,,,,vi,,,გაჩუმება (გაჩუმდება),"calm down, become silent",замолчать,**ატარ** გრდუვ. გაჩუმება (გაჩუმდება)
a,atʼatʼinŏ,ატატინო̆,,,,,,,,,,"**ატატინო̆** მიმღ. ქვეშქვეშა, ჩუმჩუმელა, ჩუმჩუმად"
a,atʼinŏ,ატინო̆,,,,,,,,,,"**ატინო̆** მიმღ. გაჩუმებული, წყნარი, ჩუმი"
a,atʼinŏ d-ʕiɁar,ატინო̆ დ-ჵიჸარ,,,,,,,,,,"**ატინო̆ დ-ჵიჸარ** გაჩუმება, ჩუმად ყოფნა"
a,atʼiš,ატიშ,,,,,,,,,,**ატიშ** ზმნს. ჩუმად
a,atʼlaiⁿ,ატლაიჼ,,,,,,,,,,**ატლაიჼ** საიდუმლო *(შიფნ.)*
a,atʼlas,ატლას,d d,D,GE; RU,n,,atʼlasi; atʼlaseⁿ,ატლასი,satin,атлас (шелковая материя),**ატლას** *დ დ* (ატლასი; ატლასეჼ)ატლასი
a,atʼol,ატოლ,j,,,,,,,,,**ატოლ** *ჲ* სიჩუმე
a,atʼqʼ,ატყ,d d,D,,n,,atʼqʼi; atʼqʼeⁿ,მშვილდი,bow (archery),лук,**ატყ** *დ დ* (ატყი; ატყეჼ) მშვილდი
a,atʼqʼ-cʼaki,ატყ-წაქი,,0d,,n,,,მშვილდ-ისარი,bow and arrow,лук и стелы,**ატყ-წაქი** მშვილდ-ისარი
a,atʼqʼar,ატყარ,,,,,,,,,,"**ატყარ** გრდუვ. ელვა (ელავს), ტეხვა (ტეხვა აქვს)"
a,atʼtʼankʼ,ატტანკ,,,,,,,,,,**ატტანკ** საკმაოდ ადვილი *გაკეთება.*
a,atʼtʼaxučʼ,ატტახუჭ,,,,,,,,,,"**ატტახუჭ** უადვილესი, მეტად ადვილი"
a,atʼtʼaⁿ,ატტაჼ,,,,a,,,"ადვილი, მარჯვე","easy, simple","нетрудный, легкий, удобный","**ატტაჼ** ადვილი, მარჯვე"
a,atʼtʼex,ატტეხ,,,,,,,,,,**ატტეხ** მარჯვნივ
a,atʼtʼitar,ატტითარ,,,,vt,,,ღებინება,vomit,вырвать,**ატტითარ** გრდმ. ღებინება უსრ. ეტტითარ
a,atʼtʼiv,ატტივ,j,J,,n,,,ბედი,"luck, fate","судьба, счастье",**ატტივ** *ჲ* ბედი*.*
a,atʼtʼivcʼol,ატტივწოლ,,,,,,,,,,**ატტივწოლ** უიღბლობა
a,atʼtʼiⁿ,ატტიჼ,,,,a,,,მარჯვენა,right,правый,**ატტიჼ** მარჯვენა
a,atʼtʼna,ატტნა,d,,,,,,,,,**ატტნა** *დ* ადვილი (სიადვილე)
a,atʼxal-d-ar,ატხალ-დ-არ,,,,,,,,,,**ატხალ-დ-არ** გრდმ. ჩაჩუმება (ჩააჩუმებს) დაწყნარება (დააწყნარებს)
a,atʼxalar,ატხალარ,,,,vi,,,"ჩაჩუმება (ჩაჩუმდება, გაჩუმებ-გაქრობა)","calm down, die out",замолкнуть,"**ატხალარ** გრდუვ. ჩაჩუმება (ჩაჩუმდება, გაჩუმებ-გაქრობა)"
a,auz,აუზ,b d,B,GE,n,,avzi; avzeⁿ,აუზი,basin,бассейн,**აუზ** *ბ დ* (ავზი; ავზეჼ) აუზი
a,auħ: auħaɬar,აუჰ’: აუჰ’ალ’არ,,,,,,,,,,"**აუჰ’: აუჰ’ალ’არ** გრდმ. დახველება, ჩახველება (ხველის თქმა)"
a,auħdar,აუჰ’დარ,,,,,,,,,,**აუჰ’დარ** გრდმ. ხველება (ახველებს)
a,auħditar,აუჰ’დითარ,,,,,,,,,,**აუჰ’დითარ** გრდმ. ხველებ[ინებ]ა
a,avšaⁿ,ავშაჼ,j j,J,GE,n,,,ავშანი,fragrant wormwood,степная полынь,**ავშაჼ** *ჲ ჲ* ავშანი
a,avšri,ავშრი,j,J,GE,n,,avšreⁿ,,pl,,"**ავშრი** *ჲ* მრ. (ავშრეჼ) ავშარა, ულაგამო აღვირი"
a,ax-ax,ახ-ახ,,,,,,,,,,**ახ-ახ** ნახევარ-ნახევარი
a,"ax-d-ajlnŏ, ax-d-alinŏ","ახ-დ-აჲლნო̆, ახ-დ-ალინო̆",,,,,,,,,,"**ახ-დ-აჲლნო̆, ახ-დ-ალინო̆** მიმღ. მოტყუებული"
a,ax-d-alar1,ახ-დ-ალარ1,,,,,,,,,,**ახ-დ-ალარ1** გრდუვ. მოტყუება (მოტყუვდება)
a,ax-d-alar2,ახ-დ-ალარ2,,,,,,,,,,**ახ-დ-ალარ2** გრდუვ. განახევრება (განახევრდება)
a,ax-d-ar1,ახ-დ-არ1,,,,,,,,,,**ახ-დ-არ1** გრდმ. აყეფება (აყეფებს)
a,ax-d-ar2,ახ-დ-არ2,,,,,,,,,,**ახ-დ-არ2** გრდმ. განახევრება (გაანახევრებს)
a,ax-d-ar3,ახ-დ-არ3,,,,,,,,,,**ახ-დ-არ3**გრდუვ. მოტყუება (მოატყუებს); მიტყუება
a,ax-d-orikʼ,ახ-დ-ორიკ,,,,,,,,,,**ახ-დ-ორიკ** მატყუარა
a,"ax-utxuj, ax-utxi","ახ-უთხუჲ, ახ-უთხი",j,,,,,,,,,"**ახ-უთხუჲ, ახ-უთხი** *ჲ* მრ. ნაჭერ-ნუჭრები, ნახევარ-ნაჭრები"
a,ax1,ახ1,,,,n,,,ნახევარი,half,половина,**ახ1** ნახევარი*.* **ახ ჵამურ** *შუაღამე.*
a,ax2,ახ2,,,GE,interj,,,ახი,rightly so,под глом,**ახ2** ახი
a,ax3,,,,,:,,,მოტყუებული,"cheated, misled",обмануты,
a,axaltesl,ახალთესლ,d d,D,GE,n,,,ახალთესლი,spring-sown cereals,пшеница яровая,**ახალთესლ** *დ დ* ახალთესლი
a,axar1,ახარ1,,,,vt,,,[მო]ხვნა,plough,"пахать, вспахать",**ახარ1** გრდმ. [მო]ხვნა
a,axar2,ახარ2,,D,,vt,vi,,,,,**ახარ2** 1. გრდუვ. ყეფა (ყეფს)2. დ ყეფა
a,axar3,ახარ3,,,,a,,,ბერწი,"barren, infertile","бесплодный, яловый",**ახარ3**ბერწი
a,axcʼiⁿ,ახწიჼ,,,,,,,,,,**ახწიჼ** [მო]უხნავი
a,axdivujnĭ,ახდივუჲნი̆,,,,,,,,,,**ახდივუჲნი̆** მხვნელ - მთესველი
a,axkʼ-d-alar,ახკ-დ-ალარ,,,,,,,,,,**ახკ-დ-ალარ** გრდუვ. მიბმა (ებმება) სრ. დ-ეხკ-დ-ალარ
a,axkʼajrĭ,ახკაჲრი̆,,,,n,,,,,,**ახკაჲრი̆** მრ. იხ. ჲეხკ
a,axkʼar 2,ახკარ 2,,,,,,,,,,**ახკარ 2** გრდუვ. სტატ. ბმა (აბია)
a,axkʼar1,ახკარ1,,,,,,,,,,**ახკარ1** გრდმ. დაბმა (აბამს) [შეკვრა]სრ. დ-ეხკარ1
a,axkʼar2,,,,,vi stat,,,ბმა (აბია),be tied up,быть привязанным,
a,axkʼar3,ახკარ3,,,,vt,,,თხრა (თხრის),dig,"копать, долбить",**ახკარ3** გრდმ. თხრა (თხრის) უსრ. ეხკარ
a,axkʼtuj,ახკთუჲ,,0d,,n,,,ნახველი,pleghm,"харкотина, мокрота",**ახკთუჲ** დ ნახველი
a,axkʼujla,ახკუჲლა,,,,,,,,,,**ახკუჲლა** დასაბმელი ადგილი
a,axkʼujnĭ,ახკუჲნი̆,,,,,,,,,,**ახკუჲნი̆** მიმღ. დაბმული
a,axlajnĭ,ახლაჲნი̆,,,,,,,,,,**ახლაჲნი̆** მიმღ. მოსახნავი
a,axlev-d-ar,ახლევ-დ-არ,,,,,,,,,,"**ახლევ-დ-არ** გდრმ. მოტყუება, გაბრიყვება; გამოტყუება, ტყუილებით შეყოლიება"
a,axlex,ახლეხ,,,,,,,,,,**ახლეხ** სანახევროდ
a,axrob,,,B,,n,,,თოხლი,shearling lamb,поярок,
a,"axrob, axrub","ახრობ, ახრუბ",b d,,,,,axri; axrubeⁿ,,,,"**ახრობ, ახრუბ** *ბ დ* (ახრი; ახრუბეჼ)თოხლი"
a,axujnĭ,ახუჲნი̆,,,,,,,,,,"**ახუჲნი̆** მიმღ. 1. [მო]სახვნელი, სახნავი 2. მხვნელი"
a,axunʒad-d-alar,ახუნძად-დ-ალარ,,,GE,vi,,,ახუნძვლა (აიხუნძლება),get tangled,спутаться,**ახუნძად-დ-ალარ** გრდუვ. ახუნძვლა (აიხუნძლება)
